alignment position,genomic position,edited or not,positional entropy,average score difference
22,18,0,0.68,0
23,19,0,1.00,0
24,20,0,1.00,0
25,21,0,1.00,0
26,22,0,0.73,0
27,23,0,1.00,0
28,24,0,1.00,0
29,25,1,0.81,0.11
30,26,1,0.88,2.00
31,27,0,1.00,0
32,28,0,0.95,0
33,29,0,1.00,0
34,30,1,0.80,1.19
35,31,0,1.00,0
36,32,0,1.00,0
37,33,0,0.70,0
38,34,0,0.78,0
39,35,0,1.00,0
40,36,0,0.83,0
41,37,1,0.91,-1.00
42,38,0,1.00,0
43,39,0,0.76,0
44,40,0,0.81,0
45,41,0,0.95,0
46,42,0,1.00,0
47,43,0,1.00,0
48,44,0,0.95,0
49,45,0,1.00,0
50,46,0,0.95,0
51,47,1,0.71,0.56
52,48,0,1.00,0
53,49,0,1.00,0
54,50,0,0.86,0
55,51,0,1.00,0
56,52,0,0.95,0
57,53,0,0.91,0
58,54,1,0.84,2.04
59,55,0,0.89,0
60,56,0,0.95,0
61,57,0,1.00,0
62,58,0,0.76,0
63,59,0,0.66,0
64,60,0,0.73,0
65,61,1,1.00,3.00
66,62,0,0.84,0
67,63,0,0.80,0
68,64,0,0.69,0
69,65,0,0.95,0
70,66,0,0.91,0
71,67,0,0.77,0
72,68,0,0.83,0
73,69,0,0.84,0
74,70,0,1.00,0
75,71,0,0.95,0
76,72,1,0.69,0.81
77,73,0,0.76,0
78,74,0,0.76,0
79,75,0,0.71,0
80,76,0,0.82,0
81,77,0,0.86,0
82,78,0,0.77,0
83,79,0,0.82,0
84,80,0,0.80,0
85,81,0,0.66,0
86,82,1,0.63,1.85
87,83,0,0.65,0
88,84,0,0.63,0
