alignment position,genomic position,edited or not,positional entropy,average score difference
757,669,0,1.00,0
758,670,0,1.00,0
759,671,0,0.95,0
760,672,1,0.74,0.00
761,673,0,1.00,0
762,674,0,1.00,0
763,675,0,0.82,0
764,676,0,1.00,0
765,677,0,1.00,0
766,678,0,1.00,0
767,679,0,1.00,0
768,680,0,1.00,0
769,681,0,1.00,0
770,682,0,0.95,0
771,683,0,1.00,0
772,684,0,1.00,0
773,685,0,1.00,0
774,686,0,0.77,0
775,687,0,1.00,0
776,688,1,0.90,-4.73
777,689,0,1.00,0
778,690,0,0.95,0
779,691,0,0.90,0
780,692,0,1.00,0
781,693,0,0.90,0
782,694,0,0.78,0
783,695,0,0.28,0
784,696,0,0.95,0
785,697,0,0.92,0
786,698,1,0.87,7.17
787,699,1,0.49,1.73
788,700,0,0.49,0
789,701,0,1.00,0
790,702,0,1.00,0
791,703,1,0.33,-0.73
792,704,0,0.75,0
793,705,0,1.00,0
794,706,0,0.84,0
795,707,0,0.33,0
796,708,0,0.80,0
797,709,0,0.85,0
798,710,1,0.52,1.13
799,711,0,0.80,0
800,712,0,1.00,0
801,713,0,0.95,0
802,714,0,0.87,0
803,715,0,1.00,0
804,716,0,1.00,0
805,717,0,1.00,0
806,718,0,1.00,0
807,719,0,1.00,0
808,720,0,1.00,0
809,721,0,0.92,0
810,722,0,1.00,0
811,723,0,0.95,0
812,724,0,1.00,0
813,725,0,1.00,0
814,726,0,1.00,0
815,727,0,0.80,0
816,728,0,1.00,0
817,729,0,1.00,0
818,730,0,1.00,0
819,731,0,1.00,0
820,732,0,0.95,0
821,733,0,0.76,0
822,734,0,1.00,0
823,735,1,0.92,3.80
824,736,0,0.89,0
825,737,0,0.55,0
826,738,0,1.00,0
827,739,0,0.79,0
828,740,0,1.00,0
829,741,0,0.95,0
830,742,0,1.00,0
831,743,0,0.95,0
832,744,1,0.77,-2.53
833,745,0,1.00,0
834,746,0,1.00,0
835,747,0,1.00,0
836,748,0,1.00,0
837,749,0,1.00,0
838,750,0,1.00,0
839,751,0,1.00,0
840,752,0,1.00,0
841,753,1,0.95,1.00
842,754,0,1.00,0
843,755,0,1.00,0
844,756,0,1.00,0
845,757,0,0.83,0
846,758,0,1.00,0
847,759,0,0.95,0
848,760,0,0.95,0
849,761,1,0.90,2.97
850,762,1,1.00,0.00
851,763,0,1.00,0
852,764,0,0.95,0
853,765,0,1.00,0
854,766,0,1.00,0
855,767,0,0.67,0
856,768,0,0.95,0
857,769,1,0.60,2.50
858,770,0,0.65,0
859,771,1,0.61,-1.33
860,772,0,0.95,0
861,773,0,0.56,0
862,774,0,1.00,0
863,775,0,1.00,0
864,776,0,0.46,0
865,777,0,0.53,0
866,778,0,0.77,0
867,779,0,0.95,0
868,780,0,0.30,0
869,781,0,1.00,0
870,782,1,0.74,2.73
871,783,0,0.68,0
872,784,0,0.97,0
873,785,1,0.61,3.40
874,786,0,0.79,0
875,787,0,0.87,0
876,788,0,0.97,0
877,789,0,0.87,0
878,790,0,0.73,0
879,791,0,0.97,0
880,792,0,0.97,0
881,793,0,0.97,0
882,794,0,0.92,0
883,795,0,0.97,0
884,796,1,0.67,0.30
885,797,0,0.73,0
886,798,1,0.41,0.83
887,799,0,0.87,0
888,800,1,0.83,0.93
889,801,0,0.67,0
890,802,1,0.38,-0.23
891,803,1,0.93,0.93
