alignment position,genomic position,edited or not,positional entropy,average score difference
49,49,1,0.84,0.72
50,50,0,0.71,0
51,51,0,0.95,0
52,52,0,1.00,0
53,53,0,0.89,0
54,54,0,0.95,0
55,55,1,0.68,-1.00
56,56,0,0.64,0
57,57,0,0.69,0
58,58,0,0.44,0
59,59,0,0.61,0
60,60,1,0.95,7.72
61,61,0,1.00,0
62,62,0,0.69,0
63,63,0,0.80,0
64,64,0,0.74,0
65,65,1,0.65,0.48
66,66,0,0.95,0
67,67,1,0.65,0.34
68,68,0,0.33,0
69,69,1,0.62,4.69
70,70,0,1.00,0
71,71,0,1.00,0
72,72,1,0.60,0.45
73,73,1,0.95,3.97
74,74,0,0.78,0
75,75,0,1.00,0
76,76,0,1.00,0
77,77,0,0.84,0
78,78,0,1.00,0
79,79,0,1.00,0
80,80,0,1.00,0
81,81,0,1.00,0
82,82,0,1.00,0
83,83,1,1.00,-1.00
84,84,0,1.00,0
85,85,0,1.00,0
86,86,0,1.00,0
87,87,0,1.00,0
88,88,0,0.89,0
89,89,0,0.89,0
90,90,0,1.00,0
91,91,1,0.87,5.03
92,92,0,1.00,0
93,93,0,0.87,0
94,94,0,0.80,0
95,95,0,1.00,0
96,96,0,1.00,0
97,97,0,0.87,0
98,98,1,0.69,0.79
99,99,1,1.00,1.00
100,100,0,0.92,0
101,101,0,1.00,0
102,102,0,1.00,0
103,103,0,0.82,0
104,104,0,1.00,0
105,105,0,0.89,0
106,106,1,0.82,-2.24
107,107,0,0.63,0
108,108,0,0.90,0
109,109,1,0.87,0.17
110,110,0,0.76,0
111,111,0,0.92,0
112,112,0,1.00,0
113,113,0,0.56,0
114,114,0,0.95,0
115,115,0,1.00,0
116,116,1,0.69,-3.31
117,117,1,0.76,0.76
118,118,0,0.90,0
119,119,0,0.95,0
120,120,0,1.00,0
121,121,1,0.75,-0.93
122,122,0,1.00,0
123,123,1,0.78,-1.38
124,124,0,0.65,0
125,125,1,0.95,4.72
126,126,1,0.84,1.97
127,127,0,0.86,0
128,128,0,1.00,0
129,129,0,1.00,0
130,130,1,1.00,8.00
131,131,0,0.87,0
132,132,0,1.00,0
133,133,0,1.00,0
134,134,1,1.00,-1.00
135,135,0,0.70,0
136,136,1,0.95,2.90
137,137,0,0.63,0
138,138,1,0.58,-0.62
139,139,0,0.66,0
140,140,0,0.95,0
141,141,1,0.71,0.48
142,142,0,0.52,0
143,143,0,0.87,0
144,144,0,0.77,0
145,145,1,0.51,-2.00
146,146,0,0.47,0
147,147,1,0.78,4.38
150,148,1,0.84,-2.90
151,149,0,0.95,0
152,150,0,0.90,0
153,151,0,1.00,0
155,152,0,0.71,0
156,153,1,0.60,-1.45
