alignment position,genomic position,edited or not,positional entropy,average score difference
684,654,0,1.00,0
685,655,0,0.74,0
686,656,0,0.95,0
687,657,0,0.77,0
688,658,0,0.95,0
689,659,0,1.00,0
690,660,0,1.00,0
691,661,0,0.87,0
692,662,1,1.00,-1.00
693,663,1,1.00,1.00
694,664,0,1.00,0
695,665,0,1.00,0
696,666,0,1.00,0
697,667,0,0.95,0
699,668,0,0.95,0
700,669,0,0.89,0
701,670,0,0.76,0
702,671,0,1.00,0
703,672,0,0.95,0
704,673,0,0.95,0
705,674,0,1.00,0
706,675,1,1.00,-1.00
707,676,1,0.95,-0.10
713,682,0,0.84,0
714,683,0,0.60,0
717,685,0,1.00,0
718,686,0,0.63,0
719,687,0,0.82,0
720,688,0,0.81,0
721,689,0,1.00,0
722,690,0,1.00,0
723,691,0,0.85,0
724,692,0,1.00,0
725,693,0,0.85,0
726,694,0,1.00,0
727,695,0,1.00,0
728,696,0,0.92,0
729,697,0,0.89,0
730,698,0,1.00,0
731,699,0,1.00,0
732,700,0,0.73,0
733,701,0,0.92,0
734,702,0,1.00,0
735,703,0,1.00,0
736,704,0,1.00,0
737,705,0,1.00,0
738,706,0,1.00,0
739,707,0,1.00,0
740,708,0,1.00,0
741,709,0,1.00,0
742,710,0,1.00,0
743,711,0,1.00,0
744,712,0,1.00,0
745,713,0,1.00,0
746,714,0,1.00,0
747,715,0,1.00,0
748,716,0,1.00,0
749,717,0,1.00,0
750,718,0,1.00,0
751,719,0,1.00,0
752,720,0,0.95,0
753,721,0,1.00,0
754,722,0,0.87,0
755,723,0,0.71,0
756,724,0,0.95,0
757,725,0,0.95,0
758,726,0,1.00,0
759,727,0,0.95,0
760,728,0,0.92,0
761,729,0,0.95,0
762,730,0,1.00,0
763,731,0,0.80,0
764,732,0,0.95,0
765,733,0,1.00,0
766,734,0,0.85,0
767,735,0,0.78,0
769,737,1,0.74,-3.13
770,738,0,1.00,0
771,739,0,0.69,0
772,740,0,0.95,0
773,741,0,0.95,0
777,742,0,1.00,0
778,743,0,0.95,0
779,744,0,1.00,0
780,745,0,0.95,0
781,746,0,1.00,0
782,747,0,0.95,0
783,748,0,1.00,0
784,749,0,1.00,0
785,750,0,1.00,0
786,751,0,1.00,0
787,752,0,0.95,0
788,753,1,0.95,0.93
789,754,0,1.00,0
790,755,0,1.00,0
791,756,1,0.60,1.27
792,757,0,1.00,0
793,758,0,0.95,0
794,759,0,0.58,0
795,760,0,0.84,0
796,761,0,1.00,0
797,762,0,0.85,0
798,763,1,0.87,-0.73
799,764,0,0.70,0
800,765,0,1.00,0
801,766,0,0.89,0
802,767,0,0.95,0
803,768,0,0.85,0
804,769,0,1.00,0
805,770,0,0.87,0
806,771,0,0.90,0
807,772,0,0.95,0
808,773,1,0.95,3.07
809,774,1,1.00,1.00
810,775,0,0.51,0
