alignment position,genomic position,edited or not,positional entropy,average score difference
373,256,1,0.95,-1.93
374,257,1,0.92,-1.00
375,258,0,0.95,0
376,259,0,1.00,0
377,260,0,0.95,0
378,261,0,1.00,0
379,262,0,1.00,0
380,263,0,0.95,0
381,264,0,1.00,0
382,265,0,1.00,0
383,266,0,1.00,0
384,267,0,0.73,0
385,268,0,1.00,0
386,269,0,1.00,0
387,270,0,1.00,0
388,271,0,0.85,0
389,272,0,0.80,0
390,273,0,1.00,0
391,274,0,0.95,0
392,275,0,0.77,0
393,276,0,0.83,0
394,277,0,0.60,0
395,278,0,0.95,0
396,279,0,0.95,0
397,280,0,0.95,0
398,281,0,1.00,0
399,282,0,1.00,0
400,283,0,1.00,0
401,284,0,0.72,0
402,285,0,0.95,0
403,286,1,0.82,-2.90
404,287,0,0.95,0
405,288,0,1.00,0
406,289,0,0.79,0
407,290,0,0.95,0
408,291,0,1.00,0
409,292,0,0.95,0
410,293,0,1.00,0
411,294,0,1.00,0
412,295,0,1.00,0
413,296,0,1.00,0
414,297,0,1.00,0
415,298,0,0.95,0
416,299,0,1.00,0
417,300,0,1.00,0
418,301,0,0.80,0
419,302,0,0.90,0
420,303,0,0.92,0
421,304,0,1.00,0
422,305,0,0.90,0
423,306,0,0.95,0
424,307,0,1.00,0
425,308,0,0.87,0
426,309,0,0.84,0
427,310,1,0.80,-0.80
428,311,0,0.82,0
429,312,0,0.95,0
430,313,0,0.73,0
431,314,0,0.38,0
432,315,0,0.67,0
433,316,1,0.73,-0.03
434,317,1,0.51,0.37
435,318,0,0.67,0
436,319,0,0.87,0
437,320,1,0.62,2.67
438,321,0,0.87,0
439,322,0,0.61,0
440,323,0,0.69,0
441,324,0,0.60,0
442,325,0,0.87,0
443,326,0,0.95,0
444,327,0,0.80,0
445,328,0,0.53,0
446,329,0,0.84,0
447,330,0,1.00,0
448,331,0,0.82,0
449,332,0,1.00,0
450,333,0,1.00,0
451,334,0,0.95,0
452,335,0,0.95,0
453,336,0,1.00,0
454,337,0,1.00,0
455,338,0,1.00,0
456,339,1,0.84,-0.80
457,340,0,1.00,0
458,341,0,0.95,0
459,342,0,1.00,0
460,343,0,1.00,0
461,344,0,1.00,0
462,345,0,1.00,0
463,346,0,1.00,0
464,347,0,1.00,0
465,348,0,1.00,0
466,349,0,1.00,0
467,350,0,1.00,0
468,351,0,0.79,0
469,352,0,1.00,0
470,353,0,0.84,0
471,354,0,0.95,0
472,355,0,0.74,0
473,356,0,0.84,0
474,357,0,1.00,0
475,358,0,1.00,0
476,359,0,1.00,0
477,360,0,0.95,0
478,361,0,0.95,0
479,362,0,0.77,0
480,363,0,0.78,0
481,364,0,1.00,0
482,365,0,0.95,0
483,366,0,1.00,0
484,367,0,0.95,0
485,368,0,0.80,0
486,369,1,0.62,0.07
487,370,0,1.00,0
488,371,0,0.57,0
489,372,0,0.87,0
490,373,0,0.74,0
491,374,0,0.71,0
492,375,0,0.90,0
493,376,0,0.90,0
494,377,0,0.95,0
495,378,0,1.00,0
496,379,1,0.67,0.57
497,380,0,1.00,0
498,381,0,1.00,0
499,382,0,1.00,0
500,383,0,0.95,0
501,384,0,1.00,0
502,385,0,0.77,0
503,386,0,1.00,0
504,387,0,1.00,0
505,388,0,1.00,0
506,389,0,1.00,0
507,390,0,1.00,0
508,391,0,1.00,0
509,392,0,1.00,0
510,393,0,0.79,0
511,394,0,1.00,0
512,395,0,0.76,0
513,396,0,1.00,0
514,397,0,0.82,0
516,399,0,0.82,0
517,400,0,1.00,0
518,401,1,0.79,0.03
519,402,0,0.71,0
520,403,0,0.95,0
521,404,1,1.00,4.00
522,405,0,1.00,0
523,406,0,0.87,0
524,407,0,0.95,0
525,408,0,1.00,0
526,409,0,1.00,0
527,410,0,0.95,0
528,411,0,0.95,0
529,412,0,0.95,0
530,413,0,1.00,0
531,414,0,0.90,0
532,415,0,1.00,0
533,416,0,1.00,0
534,417,0,0.89,0
535,418,0,1.00,0
536,419,0,1.00,0
537,420,0,0.90,0
538,421,1,1.00,8.00
539,422,0,1.00,0
540,423,0,0.67,0
541,424,0,0.62,0
542,425,0,0.47,0
543,426,0,0.95,0
544,427,0,0.90,0
545,428,0,1.00,0
546,429,0,1.00,0
547,430,0,0.82,0
548,431,0,0.90,0
549,432,0,0.84,0
550,433,0,0.95,0
551,434,0,0.69,0
552,435,0,0.54,0
553,436,0,0.84,0
554,437,0,0.60,0
555,438,0,0.95,0
556,439,0,0.83,0
557,440,1,0.74,5.37
558,441,0,0.76,0
559,442,0,1.00,0
560,443,0,1.00,0
561,444,0,0.90,0
562,445,0,0.81,0
563,446,0,1.00,0
564,447,0,1.00,0
565,448,0,0.89,0
566,449,0,0.89,0
567,450,0,1.00,0
568,451,0,0.95,0
569,452,0,1.00,0
570,453,0,0.95,0
571,454,0,0.78,0
572,455,0,0.90,0
573,456,0,0.85,0
574,457,0,0.92,0
577,460,0,1.00,0
578,461,0,1.00,0
579,462,0,0.64,0
582,465,0,0.79,0
583,466,0,1.00,0
584,467,0,0.67,0
585,468,0,1.00,0
586,469,0,1.00,0
587,470,0,1.00,0
588,471,0,1.00,0
589,472,0,1.00,0
590,473,0,1.00,0
591,474,0,0.89,0
592,475,1,1.00,-4.00
593,476,0,0.90,0
594,477,0,1.00,0
595,478,0,0.95,0
596,479,0,1.00,0
597,480,0,0.78,0
598,481,0,1.00,0
599,482,0,0.95,0
600,483,0,0.87,0
601,484,0,1.00,0
602,485,0,0.73,0
603,486,0,0.76,0
604,487,0,0.87,0
605,488,0,0.95,0
606,489,0,1.00,0
607,490,0,0.74,0
608,491,0,1.00,0
609,492,0,0.95,0
610,493,0,0.77,0
611,494,0,1.00,0
612,495,0,1.00,0
613,496,0,0.87,0
614,497,0,1.00,0
615,498,0,1.00,0
616,499,0,0.95,0
617,500,0,0.64,0
618,501,0,1.00,0
619,502,0,0.92,0
620,503,0,0.73,0
621,504,0,0.95,0
622,505,1,0.95,-0.97
623,506,0,0.95,0
624,507,1,0.95,0.93
625,508,0,0.90,0
626,509,0,0.71,0
627,510,0,1.00,0
628,511,1,0.95,-0.93
629,512,0,0.76,0
632,515,0,0.57,0
633,516,0,0.76,0
634,517,0,0.72,0
635,518,0,0.58,0
636,519,0,0.79,0
637,520,1,0.95,-0.03
638,521,0,0.89,0
639,522,0,1.00,0
640,523,0,0.95,0
641,524,0,1.00,0
642,525,1,0.68,-0.17
643,526,0,0.85,0
644,527,0,0.85,0
645,528,0,1.00,0
646,529,0,0.89,0
647,530,0,1.00,0
648,531,0,1.00,0
790,532,0,0.50,0
791,533,0,0.77,0
792,534,0,0.80,0
796,535,0,0.66,0
797,536,0,0.77,0
798,537,0,0.87,0
799,538,0,0.74,0
800,539,0,0.46,0
801,540,0,0.71,0
