alignment position,genomic position,edited or not,positional entropy,average score difference
289,255,1,0.92,-2.00
290,256,0,1.00,0
291,257,0,1.00,0
292,258,1,0.95,-4.00
293,259,0,1.00,0
294,260,0,1.00,0
295,261,0,1.00,0
296,262,0,1.00,0
297,263,1,1.00,-6.00
298,264,0,1.00,0
299,265,1,1.00,-13.00
300,266,0,1.00,0
301,267,0,1.00,0
302,268,0,1.00,0
303,269,0,1.00,0
304,270,0,0.92,0
305,271,1,1.00,-6.00
306,272,1,0.95,-6.73
307,273,1,1.00,-7.00
308,274,0,1.00,0
309,275,0,0.92,0
310,276,1,0.79,-2.00
311,277,0,1.00,0
312,278,0,0.82,0
313,279,0,1.00,0
314,280,0,0.77,0
315,281,0,1.00,0
316,282,1,0.83,1.80
317,283,1,0.68,-2.13
318,284,0,1.00,0
319,285,1,0.79,2.00
320,286,1,0.95,-3.07
321,287,0,1.00,0
322,288,0,1.00,0
323,289,0,0.95,0
324,290,0,0.90,0
325,291,0,1.00,0
326,292,0,1.00,0
327,293,1,1.00,-7.00
328,294,1,1.00,3.00
329,295,0,1.00,0
330,296,0,1.00,0
331,297,0,1.00,0
332,298,0,0.95,0
333,299,0,1.00,0
334,300,1,1.00,-6.00
335,301,0,1.00,0
336,302,0,0.85,0
337,303,0,0.95,0
338,304,0,1.00,0
339,305,0,1.00,0
340,306,1,1.00,-7.00
341,307,1,1.00,-7.00
342,308,0,1.00,0
343,309,1,1.00,-3.00
344,310,0,1.00,0
345,311,0,1.00,0
346,312,1,1.00,-6.00
347,313,1,1.00,-8.00
348,314,0,1.00,0
349,315,0,1.00,0
350,316,1,1.00,-7.00
351,317,0,1.00,0
352,318,0,0.75,0
353,319,0,1.00,0
354,320,0,1.00,0
355,321,1,1.00,-5.00
356,322,1,1.00,-7.00
357,323,0,1.00,0
358,324,1,1.00,-1.00
359,325,0,1.00,0
360,326,0,0.76,0
361,327,1,1.00,-13.00
362,328,0,0.95,0
363,329,0,1.00,0
364,330,0,0.85,0
365,331,1,1.00,-6.00
366,332,1,1.00,-7.00
367,333,0,1.00,0
368,334,0,1.00,0
369,335,1,1.00,-10.00
370,336,0,1.00,0
371,337,0,0.95,0
372,338,1,0.87,-7.20
373,339,0,0.73,0
374,340,0,1.00,0
375,341,0,0.95,0
376,342,0,1.00,0
377,343,0,1.00,0
378,344,0,1.00,0
379,345,0,1.00,0
380,346,0,1.00,0
381,347,0,1.00,0
382,348,0,1.00,0
383,349,0,1.00,0
384,350,0,1.00,0
385,351,0,1.00,0
