alignment position,genomic position,edited or not,positional entropy,average score difference
2,1,0,0.88,0
3,2,0,0.74,0
4,3,0,0.70,0
5,4,0,0.58,0
6,5,1,0.92,1.07
7,6,1,0.87,0.90
8,7,0,0.97,0
9,8,0,0.92,0
10,9,0,0.87,0
11,10,1,0.59,4.45
12,11,1,0.83,2.97
13,12,1,0.74,0.86
14,13,0,0.66,0
15,14,0,0.92,0
16,15,0,0.82,0
17,16,0,0.87,0
18,17,0,0.92,0
19,18,0,0.97,0
20,19,0,0.92,0
21,20,1,0.97,1.93
22,21,0,0.97,0
23,22,0,0.95,0
24,23,0,1.00,0
25,24,0,0.95,0
26,25,0,0.77,0
27,26,0,0.85,0
28,27,0,0.95,0
29,28,1,1.00,8.00
30,29,0,1.00,0
31,30,1,1.00,8.00
32,31,0,1.00,0
33,32,0,1.00,0
34,33,0,1.00,0
35,34,0,1.00,0
36,35,0,0.95,0
37,36,0,0.85,0
38,37,0,0.89,0
39,38,0,1.00,0
40,39,0,0.61,0
41,40,0,1.00,0
42,41,0,0.95,0
43,42,0,0.84,0
44,43,0,0.71,0
45,44,0,0.95,0
46,45,0,1.00,0
47,46,0,0.89,0
48,47,0,0.95,0
49,48,0,0.68,0
50,49,1,0.64,1.45
51,50,0,0.69,0
52,51,0,0.44,0
53,52,0,0.61,0
54,53,0,0.95,0
55,54,0,1.00,0
56,55,0,0.69,0
57,56,0,0.80,0
58,57,0,0.74,0
59,58,0,0.65,0
60,59,0,0.95,0
61,60,0,0.65,0
62,61,0,0.33,0
63,62,0,0.62,0
64,63,0,1.00,0
65,64,1,1.00,3.00
66,65,1,0.60,3.00
67,66,0,0.95,0
68,67,0,0.78,0
69,68,0,1.00,0
70,69,0,1.00,0
71,70,1,0.84,1.31
72,71,1,1.00,5.00
73,72,0,1.00,0
74,73,0,1.00,0
75,74,0,1.00,0
76,75,0,1.00,0
77,76,0,1.00,0
78,77,0,1.00,0
79,78,0,1.00,0
81,79,0,1.00,0
82,80,0,0.89,0
83,81,0,0.89,0
84,82,0,1.00,0
85,83,0,0.87,0
86,84,0,1.00,0
87,85,0,0.87,0
88,86,0,0.80,0
89,87,0,1.00,0
90,88,0,1.00,0
91,89,0,0.87,0
92,90,0,0.69,0
93,91,0,1.00,0
94,92,0,0.92,0
95,93,0,1.00,0
96,94,0,1.00,0
97,95,0,0.82,0
98,96,0,1.00,0
99,97,0,0.89,0
100,98,0,0.82,0
101,99,0,0.63,0
102,100,0,0.90,0
103,101,0,0.87,0
104,102,0,0.76,0
105,103,0,0.92,0
106,104,1,1.00,8.00
107,105,0,0.56,0
108,106,0,0.95,0
109,107,0,1.00,0
110,108,0,0.69,0
111,109,0,0.76,0
112,110,0,0.90,0
113,111,0,0.95,0
114,112,0,1.00,0
115,113,0,0.75,0
116,114,0,1.00,0
117,115,0,0.78,0
118,116,0,0.65,0
119,117,0,0.95,0
120,118,0,0.84,0
121,119,0,0.86,0
122,120,0,1.00,0
123,121,0,1.00,0
124,122,0,1.00,0
125,123,0,0.87,0
126,124,1,1.00,3.00
127,125,0,1.00,0
128,126,0,1.00,0
129,127,1,0.70,-4.03
130,128,0,0.95,0
131,129,1,0.63,1.03
132,130,0,0.58,0
133,131,1,0.66,2.86
134,132,0,0.95,0
135,133,0,0.71,0
136,134,0,0.52,0
137,135,0,0.87,0
138,136,0,0.77,0
139,137,1,0.51,1.17
140,138,0,0.47,0
141,139,1,0.78,1.79
142,140,0,0.62,0
143,141,0,0.95,0
144,142,0,0.84,0
145,143,0,0.95,0
146,144,0,0.90,0
147,145,0,1.00,0
148,146,0,0.92,0
149,147,0,0.71,0
150,148,0,0.60,0
151,149,1,0.90,7.21
152,150,0,0.87,0
155,151,1,0.87,4.72
156,152,0,0.65,0
157,153,0,0.77,0
158,154,0,1.00,0
159,155,0,0.95,0
160,156,1,0.59,-1.69
161,157,0,0.79,0
