alignment position,genomic position,edited or not,positional entropy,average score difference
13,6,0,0.46,0
14,7,1,0.33,1.37
15,8,0,0.18,0
16,9,0,0.46,0
17,10,0,0.34,0
18,11,0,0.30,0
19,12,1,0.43,1.73
20,13,0,0.30,0
21,14,0,0.92,0
22,15,0,0.39,0
23,16,1,0.70,1.30
24,17,0,0.45,0
25,18,1,0.92,1.00
26,19,0,0.77,0
43,20,1,0.92,-1.93
44,21,1,0.92,3.90
45,22,0,0.97,0
46,23,0,0.92,0
57,24,0,0.68,0
58,25,0,0.92,0
59,26,0,0.63,0
60,27,0,0.50,0
61,28,1,0.86,-0.87
64,31,1,0.65,0.90
65,32,1,0.48,-1.60
66,33,1,0.78,0.83
68,34,1,0.40,-0.30
69,35,1,0.70,3.40
70,36,1,0.92,-0.93
71,37,1,0.56,-2.60
72,38,1,0.64,-1.73
73,39,1,0.67,-4.67
74,40,1,0.70,0.93
75,41,1,0.79,-5.37
76,42,1,0.67,0.20
91,43,0,0.26,0
92,44,0,0.30,0
93,45,0,0.28,0
94,46,0,0.34,0
102,47,0,0.31,0
103,48,0,0.20,0
104,49,0,0.56,0
105,50,0,0.63,0
106,51,1,0.78,0.93
107,52,0,0.97,0
108,53,0,0.97,0
109,54,0,0.97,0
110,55,0,0.92,0
111,56,0,0.87,0
112,57,1,0.87,0.07
113,58,0,0.92,0
114,59,0,0.66,0
115,60,0,0.82,0
116,61,0,0.54,0
117,62,0,0.92,0
118,63,0,0.97,0
119,64,0,0.87,0
120,65,0,0.82,0
121,66,0,0.73,0
122,67,0,0.95,0
123,68,1,0.55,-2.77
124,69,0,0.61,0
125,70,0,0.95,0
126,71,0,0.77,0
127,72,0,1.00,0
128,73,0,0.87,0
129,74,0,0.54,0
130,75,0,0.95,0
131,76,0,0.90,0
132,77,0,0.39,0
133,78,0,0.46,0
134,79,0,0.72,0
135,80,1,0.44,0.87
136,81,0,0.82,0
137,82,0,0.73,0
138,83,1,0.70,1.10
139,84,0,0.51,0
141,86,0,0.82,0
142,87,0,0.85,0
143,88,0,0.60,0
144,89,0,0.95,0
145,90,1,1.00,11.00
146,91,1,1.00,1.00
147,92,0,1.00,0
148,93,0,0.35,0
149,94,0,0.31,0
150,95,1,0.90,4.63
151,96,1,0.95,0.93
152,97,0,1.00,0
153,98,0,1.00,0
154,99,0,1.00,0
155,100,0,0.90,0
156,101,0,1.00,0
157,102,0,0.87,0
158,103,0,0.82,0
159,104,0,1.00,0
160,105,0,0.63,0
161,106,0,0.87,0
162,107,0,0.80,0
163,108,0,1.00,0
276,219,0,0.65,0
277,220,0,0.68,0
278,221,0,0.85,0
279,222,0,0.40,0
280,223,1,0.61,-0.37
281,224,0,0.31,0
282,225,1,0.35,1.83
283,226,1,0.33,2.30
284,227,0,0.34,0
327,252,1,0.56,0.03
328,253,1,0.68,-1.97
329,254,1,0.95,10.67
330,255,0,1.00,0
331,256,0,1.00,0
332,257,0,0.84,0
333,258,0,0.33,0
334,259,0,0.79,0
335,260,0,0.95,0
336,261,0,0.56,0
337,262,0,0.90,0
338,263,0,0.58,0
339,264,0,0.60,0
340,265,0,0.95,0
341,266,0,0.76,0
342,267,1,0.90,5.33
343,268,1,0.61,0.73
344,269,0,0.78,0
345,270,1,0.82,-0.90
346,271,0,0.77,0
347,272,0,0.95,0
348,273,0,1.00,0
349,274,0,1.00,0
350,275,0,1.00,0
351,276,0,1.00,0
352,277,0,1.00,0
353,278,0,1.00,0
354,279,0,0.90,0
355,280,0,1.00,0
356,281,0,0.95,0
357,282,0,1.00,0
358,283,0,0.92,0
359,284,0,1.00,0
360,285,0,1.00,0
361,286,0,0.89,0
362,287,0,0.87,0
363,288,0,1.00,0
364,289,0,1.00,0
365,290,0,1.00,0
366,291,1,0.92,0.87
367,292,0,1.00,0
368,293,0,1.00,0
369,294,0,1.00,0
370,295,0,1.00,0
371,296,0,1.00,0
372,297,0,1.00,0
373,298,0,1.00,0
374,299,0,1.00,0
375,300,0,1.00,0
376,301,0,1.00,0
377,302,0,1.00,0
378,303,0,1.00,0
379,304,1,1.00,-1.00
380,305,0,1.00,0
381,306,0,1.00,0
382,307,0,1.00,0
383,308,0,1.00,0
384,309,0,1.00,0
385,310,0,0.95,0
386,311,0,1.00,0
387,312,0,0.90,0
388,313,0,1.00,0
389,314,0,0.84,0
390,315,0,0.87,0
391,316,0,0.95,0
392,317,0,0.95,0
393,318,0,1.00,0
394,319,0,0.92,0
395,320,0,1.00,0
396,321,0,0.95,0
397,322,0,1.00,0
398,323,0,0.80,0
399,324,0,1.00,0
400,325,0,0.95,0
401,326,0,0.95,0
402,327,0,1.00,0
403,328,0,1.00,0
404,329,0,0.95,0
405,330,0,1.00,0
406,331,0,1.00,0
407,332,0,0.95,0
408,333,0,0.95,0
409,334,0,1.00,0
410,335,0,1.00,0
411,336,0,1.00,0
412,337,0,0.39,0
413,338,0,1.00,0
414,339,0,1.00,0
415,340,0,0.78,0
416,341,0,0.95,0
417,342,0,0.95,0
418,343,0,0.78,0
419,344,0,0.95,0
420,345,0,1.00,0
425,346,0,0.68,0
426,347,1,0.63,-2.00
427,348,0,0.39,0
428,349,0,0.70,0
429,350,0,0.77,0
430,351,0,0.29,0
448,369,0,0.65,0
449,370,0,1.00,0
450,371,0,0.95,0
451,372,0,1.00,0
452,373,0,1.00,0
453,374,0,1.00,0
454,375,0,0.92,0
455,376,0,0.95,0
456,377,0,1.00,0
457,378,0,1.00,0
458,379,0,1.00,0
459,380,0,1.00,0
460,381,0,0.95,0
461,382,0,0.95,0
462,383,0,1.00,0
463,384,0,1.00,0
464,385,1,1.00,3.00
465,386,0,1.00,0
466,387,0,0.95,0
467,388,0,1.00,0
468,389,0,0.95,0
