alignment position,genomic position,edited or not,positional entropy,average score difference
116,5,0,0.92,0
117,6,0,0.70,0
118,7,0,0.97,0
119,8,0,0.97,0
120,9,0,0.97,0
121,10,0,0.89,0
122,11,0,0.97,0
123,12,0,0.97,0
124,13,0,0.97,0
125,14,0,0.89,0
126,15,0,0.97,0
127,16,1,0.97,0.97
128,17,0,0.92,0
129,18,0,0.97,0
130,19,0,0.97,0
131,20,0,0.97,0
132,21,0,0.97,0
133,22,0,0.97,0
134,23,0,0.97,0
135,24,0,0.84,0
136,25,0,0.76,0
137,26,0,0.97,0
138,27,0,0.97,0
139,28,0,0.79,0
140,29,0,0.97,0
141,30,0,0.97,0
142,31,0,0.97,0
143,32,0,0.76,0
144,33,0,0.97,0
145,34,0,0.92,0
146,35,0,0.78,0
147,36,0,0.97,0
148,37,0,0.97,0
149,38,0,0.97,0
150,39,0,0.97,0
151,40,0,0.92,0
152,41,0,0.97,0
153,42,0,0.97,0
154,43,0,0.97,0
155,44,0,0.92,0
156,45,0,0.97,0
157,46,0,0.89,0
158,47,0,0.76,0
159,48,0,0.86,0
160,49,0,0.92,0
161,50,0,0.97,0
162,51,0,0.89,0
163,52,0,0.97,0
164,53,0,0.97,0
165,54,0,0.97,0
166,55,0,0.86,0
167,56,0,0.92,0
168,57,0,0.89,0
169,58,0,0.97,0
170,59,0,0.92,0
171,60,0,0.97,0
172,61,0,0.97,0
173,62,0,0.97,0
174,63,0,0.92,0
175,64,0,0.92,0
176,65,0,0.86,0
177,66,0,0.97,0
178,67,0,0.76,0
179,68,0,0.97,0
180,69,0,0.92,0
181,70,1,1.00,-2.00
182,71,0,0.66,0
183,72,0,0.95,0
184,73,0,0.89,0
185,74,0,1.00,0
186,75,0,0.82,0
187,76,1,0.84,0.93
188,77,0,0.73,0
189,78,0,1.00,0
190,79,0,0.95,0
191,80,0,0.78,0
192,81,1,1.00,-1.00
193,82,0,1.00,0
194,83,0,0.74,0
195,84,0,0.81,0
196,85,0,0.72,0
197,86,0,1.00,0
198,87,0,0.79,0
199,88,0,0.70,0
224,89,0,0.67,0
225,90,0,0.60,0
226,91,0,0.72,0
229,92,0,0.87,0
230,93,0,0.64,0
231,94,0,1.00,0
232,95,0,0.87,0
233,96,0,0.66,0
234,97,0,1.00,0
235,98,0,0.95,0
236,99,1,1.00,3.00
237,100,1,1.00,3.00
238,101,0,0.57,0
239,102,0,0.68,0
240,103,0,1.00,0
241,104,0,1.00,0
242,105,0,0.65,0
243,106,0,0.89,0
244,107,0,1.00,0
245,108,0,1.00,0
246,109,0,0.74,0
247,110,0,0.77,0
248,111,0,0.95,0
249,112,0,1.00,0
250,113,0,1.00,0
251,114,0,0.85,0
252,115,0,0.80,0
253,116,0,1.00,0
254,117,0,1.00,0
255,118,0,1.00,0
256,119,0,0.82,0
257,120,0,0.92,0
258,121,0,1.00,0
259,122,0,1.00,0
260,123,0,1.00,0
261,124,0,0.89,0
262,125,0,0.87,0
263,126,0,1.00,0
264,127,0,0.82,0
268,128,1,0.92,-4.67
269,129,0,0.85,0
270,130,0,0.71,0
271,131,0,0.78,0
272,132,0,0.67,0
273,133,0,0.95,0
274,134,0,1.00,0
275,135,0,1.00,0
276,136,0,0.95,0
277,137,1,0.95,0.97
278,138,0,0.84,0
279,139,1,1.00,6.00
280,140,1,1.00,6.00
281,141,0,1.00,0
282,142,0,1.00,0
283,143,0,1.00,0
284,144,0,0.71,0
285,145,0,1.00,0
286,146,0,0.79,0
287,147,0,0.78,0
288,148,0,0.67,0
289,149,0,0.87,0
290,150,0,1.00,0
291,151,0,0.92,0
292,152,0,0.95,0
293,153,0,1.00,0
294,154,0,1.00,0
295,155,0,0.90,0
296,156,0,0.95,0
297,157,0,1.00,0
298,158,0,0.72,0
299,159,0,0.90,0
300,160,0,1.00,0
301,161,0,0.55,0
302,162,1,0.84,5.67
303,163,0,1.00,0
304,164,0,1.00,0
305,165,0,1.00,0
306,166,0,0.89,0
307,167,0,1.00,0
308,168,0,0.82,0
309,169,0,1.00,0
310,170,0,1.00,0
311,171,0,0.72,0
312,172,0,0.87,0
313,173,0,0.90,0
314,174,0,0.63,0
315,175,0,0.84,0
316,176,0,0.95,0
317,177,0,0.66,0
318,178,0,0.95,0
319,179,0,0.76,0
320,180,0,0.76,0
321,181,0,0.95,0
322,182,0,0.78,0
323,183,0,1.00,0
324,184,0,0.67,0
325,185,0,0.95,0
326,186,0,0.95,0
327,187,0,0.70,0
328,188,0,0.66,0
329,189,0,0.95,0
330,190,0,0.95,0
331,191,0,0.82,0
332,192,0,1.00,0
333,193,0,0.89,0
334,194,0,0.87,0
335,195,0,0.95,0
336,196,0,0.89,0
337,197,0,0.95,0
338,198,0,0.78,0
339,199,1,0.92,-1.87
340,200,0,0.81,0
341,201,0,1.00,0
342,202,0,1.00,0
343,203,0,0.90,0
344,204,0,0.95,0
345,205,0,1.00,0
346,206,0,1.00,0
347,207,0,0.60,0
348,208,0,0.56,0
349,209,0,1.00,0
350,210,1,0.69,4.30
351,211,1,0.74,2.07
352,212,1,0.95,1.00
353,213,0,0.95,0
354,214,0,0.55,0
355,215,0,0.95,0
356,216,0,1.00,0
357,217,0,0.87,0
358,218,0,0.60,0
359,219,1,0.71,-3.10
360,220,0,1.00,0
361,221,0,1.00,0
362,222,0,0.87,0
363,223,0,0.85,0
364,224,0,0.95,0
365,225,0,0.95,0
366,226,0,0.95,0
367,227,0,0.76,0
368,228,0,0.82,0
369,229,0,0.95,0
370,230,0,0.95,0
371,231,0,0.95,0
372,232,0,0.95,0
373,233,0,0.92,0
374,234,1,0.95,0.93
375,235,0,1.00,0
376,236,0,0.95,0
377,237,1,1.00,1.00
378,238,0,1.00,0
379,239,0,0.95,0
380,240,0,1.00,0
381,241,0,1.00,0
382,242,0,1.00,0
383,243,1,0.73,1.87
384,244,0,1.00,0
385,245,0,1.00,0
386,246,0,1.00,0
387,247,0,0.85,0
388,248,1,0.80,3.03
389,249,0,1.00,0
390,250,0,0.95,0
391,251,0,0.77,0
392,252,1,0.83,4.20
393,253,0,0.60,0
394,254,0,0.95,0
395,255,0,0.95,0
396,256,0,0.95,0
397,257,0,1.00,0
398,258,0,1.00,0
399,259,0,1.00,0
400,260,0,0.72,0
401,261,0,0.95,0
402,262,0,0.82,0
403,263,0,0.95,0
404,264,0,1.00,0
405,265,0,0.79,0
406,266,0,0.95,0
407,267,0,1.00,0
408,268,0,0.95,0
409,269,0,1.00,0
410,270,0,1.00,0
411,271,0,1.00,0
412,272,0,1.00,0
413,273,0,1.00,0
414,274,0,0.95,0
415,275,0,1.00,0
416,276,0,1.00,0
417,277,0,0.80,0
418,278,0,0.90,0
419,279,0,0.92,0
420,280,0,1.00,0
421,281,0,0.90,0
422,282,0,0.95,0
423,283,0,1.00,0
424,284,0,0.87,0
425,285,0,0.84,0
426,286,0,0.80,0
437,287,0,0.87,0
438,288,1,0.61,0.83
439,289,0,0.69,0
440,290,0,0.60,0
441,291,0,0.87,0
442,292,0,0.95,0
443,293,0,0.80,0
444,294,0,0.53,0
445,295,0,0.84,0
446,296,0,1.00,0
447,297,0,0.82,0
448,298,0,1.00,0
449,299,0,1.00,0
450,300,0,0.95,0
451,301,0,0.95,0
452,302,0,1.00,0
453,303,0,1.00,0
454,304,0,1.00,0
455,305,0,0.84,0
456,306,0,1.00,0
457,307,0,0.95,0
458,308,0,1.00,0
459,309,0,1.00,0
460,310,0,1.00,0
461,311,0,1.00,0
462,312,0,1.00,0
463,313,0,1.00,0
464,314,0,1.00,0
465,315,0,1.00,0
466,316,0,1.00,0
467,317,0,0.79,0
468,318,0,1.00,0
469,319,0,0.84,0
470,320,0,0.95,0
471,321,0,0.74,0
472,322,0,0.84,0
473,323,0,1.00,0
474,324,0,1.00,0
475,325,0,1.00,0
476,326,0,0.95,0
477,327,0,0.95,0
478,328,0,0.77,0
479,329,0,0.78,0
480,330,0,1.00,0
481,331,0,0.95,0
482,332,0,1.00,0
483,333,0,0.95,0
484,334,0,0.80,0
485,335,0,0.62,0
486,336,0,1.00,0
487,337,0,0.57,0
489,338,0,0.74,0
490,339,0,0.71,0
491,340,0,0.90,0
