alignment position,genomic position,edited or not,positional entropy,average score difference
15,9,0,0.54,0
16,10,0,0.70,0
17,11,0,0.56,0
18,12,0,0.60,0
19,13,1,0.50,-2.40
20,14,0,0.66,0
21,15,0,0.56,0
22,16,1,0.66,-0.70
25,17,1,0.58,-2.83
26,18,0,0.66,0
27,19,1,0.74,-2.17
28,20,1,0.92,2.90
29,21,1,0.87,-0.20
30,22,0,0.77,0
31,23,1,0.87,-5.57
32,24,0,0.95,0
33,25,0,0.32,0
34,26,1,0.24,1.47
35,27,1,0.22,-0.47
36,28,0,0.32,0
37,29,0,0.62,0
38,30,0,0.63,0
39,31,0,0.90,0
40,32,0,0.90,0
41,33,0,0.82,0
42,34,1,0.77,-0.67
43,35,1,0.92,2.93
44,36,0,0.84,0
45,37,1,0.95,3.77
46,38,0,0.95,0
47,39,0,0.92,0
48,40,0,0.95,0
49,41,0,1.00,0
50,42,0,1.00,0
51,43,0,0.83,0
52,44,0,1.00,0
53,45,0,1.00,0
54,46,0,0.92,0
55,47,0,1.00,0
56,48,0,0.95,0
57,49,0,1.00,0
58,50,1,0.90,-0.07
61,51,0,0.77,0
62,52,0,0.95,0
63,53,0,0.95,0
64,54,0,0.95,0
65,55,0,0.95,0
66,56,0,1.00,0
67,57,0,1.00,0
68,58,0,1.00,0
69,59,0,1.00,0
70,60,1,1.00,3.00
71,61,0,1.00,0
72,62,0,1.00,0
73,63,0,1.00,0
74,64,0,1.00,0
75,65,0,0.71,0
76,66,0,0.80,0
77,67,0,0.95,0
78,68,0,1.00,0
79,69,0,1.00,0
80,70,0,0.64,0
81,71,0,1.00,0
82,72,0,0.95,0
83,73,0,1.00,0
84,74,0,0.67,0
85,75,0,1.00,0
86,76,0,1.00,0
87,77,0,1.00,0
88,78,0,1.00,0
89,79,1,0.78,2.80
90,80,0,1.00,0
91,81,0,0.77,0
92,82,0,0.73,0
93,83,0,1.00,0
94,84,0,0.92,0
95,85,0,0.95,0
96,86,0,0.95,0
97,87,0,0.85,0
98,88,0,1.00,0
99,89,0,0.95,0
100,90,0,1.00,0
101,91,0,1.00,0
102,92,0,0.57,0
103,93,0,1.00,0
104,94,0,0.92,0
105,95,0,0.70,0
106,96,0,0.89,0
107,97,0,1.00,0
108,98,0,0.95,0
109,99,0,0.87,0
110,100,0,0.90,0
111,101,0,1.00,0
112,102,0,1.00,0
113,103,0,0.76,0
114,104,0,1.00,0
115,105,0,0.89,0
116,106,0,0.95,0
117,107,0,0.87,0
118,108,0,0.85,0
119,109,0,1.00,0
120,110,0,1.00,0
121,111,0,0.81,0
122,112,1,0.50,-2.83
123,113,0,0.65,0
124,114,0,0.70,0
125,115,0,0.67,0
126,116,1,0.95,1.00
127,117,1,0.85,1.00
128,118,0,1.00,0
129,119,0,0.84,0
130,120,0,0.79,0
131,121,0,1.00,0
132,122,0,0.95,0
133,123,0,0.72,0
134,124,0,1.00,0
135,125,0,0.85,0
136,126,0,0.80,0
137,127,0,0.95,0
138,128,0,0.95,0
139,129,0,0.95,0
140,130,0,1.00,0
141,131,1,1.00,2.00
142,132,0,1.00,0
143,133,0,0.85,0
144,134,0,1.00,0
145,135,0,1.00,0
146,136,1,0.65,2.40
147,137,0,0.95,0
148,138,0,1.00,0
149,139,1,0.87,0.53
150,140,0,0.80,0
151,141,0,0.74,0
152,142,0,1.00,0
153,143,0,1.00,0
154,144,0,0.77,0
155,145,0,0.81,0
156,146,0,1.00,0
157,147,0,0.95,0
158,148,0,0.95,0
