alignment position,genomic position,edited or not,positional entropy,average score difference
308,1,0,1.00,0
309,2,0,1.00,0
310,3,0,1.00,0
311,4,0,0.76,0
312,5,0,1.00,0
313,6,0,1.00,0
314,7,0,1.00,0
315,8,0,1.00,0
316,9,0,1.00,0
317,10,0,1.00,0
318,11,0,0.82,0
319,12,0,1.00,0
320,13,0,1.00,0
321,14,0,0.85,0
322,15,0,0.82,0
323,16,0,1.00,0
324,17,0,0.83,0
325,18,0,1.00,0
326,19,0,0.78,0
327,20,0,0.92,0
328,21,0,1.00,0
329,22,0,1.00,0
330,23,0,0.58,0
331,24,0,1.00,0
332,25,0,0.95,0
333,26,0,1.00,0
334,27,0,1.00,0
335,28,0,0.87,0
336,29,0,1.00,0
337,30,0,1.00,0
338,31,0,0.95,0
339,32,0,0.92,0
340,33,0,0.95,0
341,34,0,0.65,0
342,35,0,0.89,0
343,36,0,1.00,0
344,37,0,1.00,0
345,38,0,1.00,0
346,39,0,1.00,0
347,40,0,1.00,0
348,41,0,1.00,0
349,42,0,1.00,0
350,43,0,0.84,0
351,44,0,1.00,0
352,45,0,0.80,0
353,46,1,0.92,2.86
354,47,0,0.77,0
355,48,0,1.00,0
356,49,0,0.63,0
357,50,0,1.00,0
358,51,0,1.00,0
359,52,0,0.77,0
360,53,0,0.75,0
361,54,0,1.00,0
362,55,0,0.92,0
363,56,0,0.70,0
364,57,0,0.55,0
365,58,0,0.85,0
366,59,0,0.78,0
367,60,0,1.00,0
368,61,0,1.00,0
369,62,0,1.00,0
370,63,0,1.00,0
371,64,0,1.00,0
372,65,0,0.89,0
373,66,0,1.00,0
374,67,0,0.85,0
375,68,0,1.00,0
376,69,0,1.00,0
377,70,0,1.00,0
378,71,0,1.00,0
379,72,0,1.00,0
380,73,0,1.00,0
381,74,0,1.00,0
382,75,0,1.00,0
383,76,0,0.55,0
384,77,0,1.00,0
385,78,0,1.00,0
386,79,0,0.85,0
387,80,0,0.83,0
388,81,0,1.00,0
389,82,0,1.00,0
390,83,0,0.95,0
391,84,0,1.00,0
392,85,0,1.00,0
393,86,0,1.00,0
394,87,0,0.65,0
395,88,0,1.00,0
396,89,0,1.00,0
397,90,0,1.00,0
398,91,0,0.78,0
399,92,0,0.77,0
400,93,0,1.00,0
401,94,0,1.00,0
402,95,0,1.00,0
403,96,0,1.00,0
404,97,0,1.00,0
405,98,0,1.00,0
406,99,0,1.00,0
407,100,0,1.00,0
408,101,0,1.00,0
409,102,0,1.00,0
410,103,0,1.00,0
411,104,0,1.00,0
412,105,0,1.00,0
413,106,0,1.00,0
414,107,0,1.00,0
415,108,0,1.00,0
416,109,0,0.95,0
417,110,0,1.00,0
418,111,0,1.00,0
419,112,0,1.00,0
420,113,0,1.00,0
421,114,0,1.00,0
422,115,0,1.00,0
423,116,0,0.82,0
424,117,0,1.00,0
425,118,0,1.00,0
426,119,0,1.00,0
427,120,0,1.00,0
428,121,0,1.00,0
429,122,0,1.00,0
430,123,0,0.95,0
431,124,0,1.00,0
432,125,0,1.00,0
433,126,0,1.00,0
434,127,0,1.00,0
435,128,0,1.00,0
436,129,0,1.00,0
437,130,0,1.00,0
438,131,0,0.77,0
439,132,0,0.70,0
440,133,0,1.00,0
441,134,0,1.00,0
442,135,0,1.00,0
443,136,0,1.00,0
444,137,0,1.00,0
445,138,0,1.00,0
446,139,0,1.00,0
447,140,0,1.00,0
448,141,0,0.95,0
449,142,0,1.00,0
450,143,0,1.00,0
451,144,0,1.00,0
452,145,0,1.00,0
453,146,0,1.00,0
454,147,0,1.00,0
455,148,0,1.00,0
456,149,0,1.00,0
457,150,0,1.00,0
458,151,0,1.00,0
459,152,0,0.95,0
460,153,0,1.00,0
461,154,0,1.00,0
462,155,0,1.00,0
463,156,0,0.95,0
464,157,0,0.95,0
465,158,0,1.00,0
466,159,0,1.00,0
467,160,0,0.72,0
468,161,0,0.90,0
469,162,0,0.65,0
470,163,0,0.95,0
471,164,0,1.00,0
472,165,0,0.68,0
473,166,0,1.00,0
474,167,0,0.64,0
475,168,0,0.95,0
476,169,0,1.00,0
477,170,0,0.84,0
478,171,0,0.95,0
479,172,0,1.00,0
480,173,0,1.00,0
481,174,0,1.00,0
482,175,0,0.90,0
483,176,0,1.00,0
484,177,0,1.00,0
485,178,0,1.00,0
486,179,0,0.95,0
487,180,0,1.00,0
488,181,0,0.95,0
489,182,0,1.00,0
490,183,0,1.00,0
491,184,0,1.00,0
492,185,0,0.95,0
493,186,0,1.00,0
494,187,0,0.95,0
495,188,0,1.00,0
496,189,0,1.00,0
497,190,0,1.00,0
498,191,0,0.95,0
499,192,0,1.00,0
500,193,0,1.00,0
501,194,0,1.00,0
502,195,0,1.00,0
503,196,0,1.00,0
504,197,0,1.00,0
505,198,0,1.00,0
506,199,0,1.00,0
507,200,0,1.00,0
508,201,0,1.00,0
509,202,0,0.77,0
510,203,0,1.00,0
511,204,0,1.00,0
512,205,0,1.00,0
513,206,0,0.95,0
514,207,0,1.00,0
515,208,0,0.77,0
516,209,0,0.62,0
517,210,0,1.00,0
518,211,0,1.00,0
519,212,0,1.00,0
520,213,0,0.74,0
521,214,0,0.90,0
522,215,0,1.00,0
523,216,0,1.00,0
524,217,0,0.73,0
525,218,0,1.00,0
526,219,0,0.83,0
527,220,0,0.71,0
528,221,0,0.85,0
